ENSEMBL GENE	psms.CSF-01	top3int.CSF-01	peptides.CSF-01	psms.CSF-02	top3int.CSF-02	peptides.CSF-02	psms.adipocyte-01	top3int.adipocyte-01	peptides.adipocyte-01	psms.adipocyte-02	top3int.adipocyte-02	peptides.adipocyte-02	psms.adipocyte-03	top3int.adipocyte-03	peptides.adipocyte-03	psms.adipocyte-04	top3int.adipocyte-04	peptides.adipocyte-04	psms.adipocyte-05	top3int.adipocyte-05	peptides.adipocyte-05	psms.adipocyte-06	top3int.adipocyte-06	peptides.adipocyte-06	psms.adipocyte-07	top3int.adipocyte-07	peptides.adipocyte-07	psms.adipocyte-08	top3int.adipocyte-08	peptides.adipocyte-08	psms.adipocyte-09	top3int.adipocyte-09	peptides.adipocyte-09	psms.adipocyte-10	top3int.adipocyte-10	peptides.adipocyte-10	psms.adipocyte-11	top3int.adipocyte-11	peptides.adipocyte-11	psms.adipocyte-12	top3int.adipocyte-12	peptides.adipocyte-12	psms.adipocyte-13	top3int.adipocyte-13	peptides.adipocyte-13	psms.bone-01	top3int.bone-01	peptides.bone-01	psms.bone-02	top3int.bone-02	peptides.bone-02	psms.breast-01	top3int.breast-01	peptides.breast-01	psms.heart-01	top3int.heart-01	peptides.heart-01	psms.heart-02	top3int.heart-02	peptides.heart-02	psms.heart-03	top3int.heart-03	peptides.heart-03	psms.heart-04	top3int.heart-04	peptides.heart-04	psms.heart-05	top3int.heart-05	peptides.heart-05	psms.heart-06	top3int.heart-06	peptides.heart-06	psms.lung-01	top3int.lung-01	peptides.lung-01	psms.lung-02	top3int.lung-02	peptides.lung-02	psms.ovary-01	top3int.ovary-01	peptides.ovary-01	psms.pancreas-01	top3int.pancreas-01	peptides.pancreas-01	psms.platelets_lysate-01	top3int.platelets_lysate-01	peptides.platelets_lysate-01	psms.platelets_lysate-02	top3int.platelets_lysate-02	peptides.platelets_lysate-02	psms.platelets_lysate-03	top3int.platelets_lysate-03	peptides.platelets_lysate-03	psms.platelets_lysate-04	top3int.platelets_lysate-04	peptides.platelets_lysate-04	psms.platelets_lysate-05	top3int.platelets_lysate-05	peptides.platelets_lysate-05	psms.platelets_lysate-06	top3int.platelets_lysate-06	peptides.platelets_lysate-06	psms.platelets_lysate-07	top3int.platelets_lysate-07	peptides.platelets_lysate-07	psms.platelets_lysate-08	top3int.platelets_lysate-08	peptides.platelets_lysate-08	psms.platelets_lysate-09	top3int.platelets_lysate-09	peptides.platelets_lysate-09	psms.platelets_lysate-10	top3int.platelets_lysate-10	peptides.platelets_lysate-10	psms.platelets_lysate-11	top3int.platelets_lysate-11	peptides.platelets_lysate-11	psms.platelets_lysate-12	top3int.platelets_lysate-12	peptides.platelets_lysate-12	psms.platelets_lysate-13	top3int.platelets_lysate-13	peptides.platelets_lysate-13	psms.platelets_lysate-14	top3int.platelets_lysate-14	peptides.platelets_lysate-14	psms.platelets_lysate-15	top3int.platelets_lysate-15	peptides.platelets_lysate-15	psms.platelets_lysate-16	top3int.platelets_lysate-16	peptides.platelets_lysate-16	psms.platelets_lysate-17	top3int.platelets_lysate-17	peptides.platelets_lysate-17	psms.platelets_lysate-18	top3int.platelets_lysate-18	peptides.platelets_lysate-18	psms.platelets_lysate-19	top3int.platelets_lysate-19	peptides.platelets_lysate-19	psms.platelets_lysate-20	top3int.platelets_lysate-20	peptides.platelets_lysate-20	psms.platelets_lysate-21	top3int.platelets_lysate-21	peptides.platelets_lysate-21	psms.platelets_lysate-22	top3int.platelets_lysate-22	peptides.platelets_lysate-22	psms.platelets_lysate-23	top3int.platelets_lysate-23	peptides.platelets_lysate-23	psms.platelets_lysate-24	top3int.platelets_lysate-24	peptides.platelets_lysate-24	psms.platelets_lysate-25	top3int.platelets_lysate-25	peptides.platelets_lysate-25	psms.platelets_lysate-26	top3int.platelets_lysate-26	peptides.platelets_lysate-26	psms.platelets_secreted_trypic_digest-01	top3int.platelets_secreted_trypic_digest-01	peptides.platelets_secreted_trypic_digest-01	psms.platelets_secreted_trypic_digest-02	top3int.platelets_secreted_trypic_digest-02	peptides.platelets_secreted_trypic_digest-02	psms.platelets_secreted_undigested-centroid	top3int.platelets_secreted_undigested-centroid	peptides.platelets_secreted_undigested-centroid
ENSG00000110801	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	81082.4944	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	188561.5871	1	-	-	-	-	-	-	-	-	-	-	-	-	8	217638.936	7	26	477736.6724	10	52	551271.4805	6	30	219395.6588	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000137312,ENSG00000230143	-	-	-	-	-	-	47	193945.8091	5	19	107165.4258	1	19	97827.909	1	10	64915.4696	1	19	99472.2698	2	12	39687.6953	1	14	49300.8869	1	16	94372.1633	1	8	46392.9162	1	9	58559.4404	1	10	60475.6399	1	12	51759.2788	1	-	-	-	2	32032.9488	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	685532.569	1	-	-	-	4	39962.1394	4	-	-	-	-	-	-	24	1164243.385	10	29	844382.368	11	-	-	-	-	-	-	2	41526.8535	1	-	-	-	-	-	-	38	560023.6599	4	64	541136.8345	9	125	1724100.3322	10	256	2517168.2516	19	592	5744229.2456	23	264	3045489.6491	19	4	97077.5239999999	4	-	-	-	2	1636.219	1	2	8042.6931	1	1	3342.0237	1	-	-	-	-	-	-	-	-	-	56	290502.8051	8	63	542607.5873	4	3	10839.6048	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000084652	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	147494.8141	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	8636.25520000001	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000163864	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	23918.1751	1	1	27348.543	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000173486	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	211982.3836	3	-	-	-	-	-	-	-	-	-	-	-	-	11	374822.99	7	14	513663.6841	6	1	4827.1501	1	12	280749.0646	2	26	349999.3797	3	2	33713.2011	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000157625	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	5473.36620000001	1	2	19303.609	1	2	4399.9337	1	2	5107.35070000001	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000128973	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	2907.661	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	6785.0071	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	7669.4584	1	3	11309.5364	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000166295	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1880.0495	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	5596.3248	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000100918	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	18594.2061	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000090432	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	12076.1315	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000133265	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	118035.7086	2	16	350968.5761	7	12	111577.529	9	-	-	-	-	-	-	-	-	-	39	26287.1553	2	-	-	-	-	-	-	1	723.2509	1	1	1093.8423	1	1	1272.5536	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000130713	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9	117003.4521	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	45660.9583	3	9	259170.9486	6	-	-	-	9	226365.6899	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000121680	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	51980.5604999999	3	5	146723.6355	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	5107.5674	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	5376.3195	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000116750	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	17381.6974	3	-	-	-	7	163178.5557	4	-	-	-	-	-	-	-	-	-	12	48185.3437	2	-	-	-	-	-	-	1	6104.55449999999	1	-	-	-	-	-	-	4	468553.4855	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1813.4159	1	12	48737.0164	3	7	24821.7282	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000163636	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	15840.2998	3	5	56985.8666	4	32	484169.4006	13	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	11	21202.9763	11	6	84236.9295	6	-	-	-	26	5222246.034	15	20	358710.0958	11	26	595717.097	9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	123	534082.3801	12	304	1621269.6266	16	319	1188839.3973	13	10	50056.5815	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000198171	-	-	-	-	-	-	-	-	-	2	5106.5703	1	-	-	-	1	2645.9144	1	3	7113.4432	1	-	-	-	2	1258.0906	1	-	-	-	1	2425.096	1	6	3998.0764	1	5	4511.5646	1	-	-	-	6	4273.7394	1	3	48590.259	1	8	145981.2037	4	-	-	-	-	-	-	-	-	-	-	-	-	1	700.5897	1	-	-	-	3	87962.7686	1	-	-	-	-	-	-	-	-	-	24	1698918.4671	7	3	62309.5262	1	1	12197.3698	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	23394.5742	1	17	51934.1935	1	11	26649.3562	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000211895,ENSG00000211890	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	64373.251	1	2	92175.478	2	1	19947.7	1	-	-	-	-	-	-	2	32840.6058	1	2	15071.9545	1	2	20012.5916	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000127483	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	2820.2932	1	-	-	-	-	-	-	1	882.818999999999	1	3	6950.1976	1	-	-	-	3	10237.7934	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	23725.7678	4	31	434943.5999	14	-	-	-	10	1671083.208	7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	16085.848	1	-	-	-	-	-	-	-	-	-
ENSG00000187446	-	-	-	-	-	-	10	54915.8702	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	37	1393088.78	10	29	554536.7787	13	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	238540.8687	2	6	9486.8563	4	1	5700.7698	1	-	-	-	9	1124586.1042	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	14	168481.2393	1	15	238155.9141	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000254415	1	6035.9231	1	1	4420.3053	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000178802	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	525295.854	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15	46567.5146	3	42	118084.2947	3	24	68614.8144	3	6	18933.6713	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	516.121	1	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000101191	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	8238.9937	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000140022	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	90299.8379999999	2	2	56409.3582	2	2	1084.7928	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	31	424405.2158	5	97	1446596.5071	6	69	755514.2374	7	41	445686.8975	6	25	185768.3871	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000113761	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	50503.6597	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000243749	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	15922.7182	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000106992	-	-	-	-	-	-	-	-	-	-	-	-	2	5281.1177	1	-	-	-	-	-	-	-	-	-	-	-	-	3	5246.5567	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	199	9656425.845	13	-	-	-	-	-	-	-	-	-	-	-	-	52	2290150.103	11	7	179033.1757	5	-	-	-	104	943332.8448	7	211	1797371.6362	7	13	96156.3695	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000123353,ENSG00000172057,ENSG00000128699	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	28945.9376	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000120688	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	35610.0976	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000133316	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	9829.79840000001	2	1	22096.9137	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000134755	-	-	-	2	4358.0636	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	6997.0501	1	-	-	-	-	-	-	-	-	-	6	70738.5375	3	8	60489.2625000001	5	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000078668	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	5630.7878	1	-	-	-	-	-	-	2	5489.6121	1	-	-	-	-	-	-	-	-	-	10	36841.3008	1	9	34273.8484	2	7	126087.3369	4	2	23373.1123	2	20	500275.6614	9	56	1135449.2917	2	36	598469.4501	2	8	15856.6277	2	752	3366273.851	13	13	563542.3192	2	166	15565133.0694	14	-	-	-	-	-	-	-	-	-	7	1701850.617	4	53	3063633.3262	8	89	2532580.8505	10	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	90	4212348.5579	8	87	4462990.8222	6	18	433987.0335	3	14	536757.2053	4	9	131629.1633	4	4	189063.744	1	-	-	-	5	225158.962	1	11	432953.7414	1	29	853412.1448	4	54	1299401.2782	4	85	871757.3244	4	120	1095015.6908	4	130	886589.1376	4	87	2584371.7294	4	85	1852526.3849	6	193	555689.7199	5	240	644602.2064	4	154	1599083.1196	4	-	-	-	-	-	-	-	-	-
